2.475000000000000000e+03
1.272000000000000000e+03
9.310000000000000000e+02
7.130000000000000000e+02
6.160000000000000000e+02
5.680000000000000000e+02
5.250000000000000000e+02
5.120000000000000000e+02
4.670000000000000000e+02
4.660000000000000000e+02
